trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
23479388,7/1/2019 0:00,7/1/2019 0:20,3591,"1,214.00",117,Wilton Ave & Belmont Ave,497,Kimball Ave & Belmont Ave,Subscriber,Male,1992
23479389,7/1/2019 0:01,7/1/2019 0:18,5353,"1,048.00",381,Western Ave & Monroe St,203,Western Ave & 21st St,Customer,,
23479390,7/1/2019 0:01,7/1/2019 0:27,6180,"1,554.00",313,Lakeview Ave & Fullerton Pkwy,144,Larrabee St & Webster Ave,Customer,,
23479391,7/1/2019 0:02,7/1/2019 0:27,5540,"1,503.00",313,Lakeview Ave & Fullerton Pkwy,144,Larrabee St & Webster Ave,Customer,,
23479392,7/1/2019 0:02,7/1/2019 0:22,6014,"1,213.00",168,Michigan Ave & 14th St,62,McCormick Place,Customer,,
23479393,7/1/2019 0:02,7/1/2019 0:07,4941,310,300,Broadway & Barry Ave,232,Pine Grove Ave & Waveland Ave,Subscriber,Male,1990
23479394,7/1/2019 0:02,7/1/2019 0:23,3770,"1,248.00",168,Michigan Ave & 14th St,62,McCormick Place,Customer,,
23479395,7/1/2019 0:02,7/1/2019 0:28,5442,"1,550.00",313,Lakeview Ave & Fullerton Pkwy,144,Larrabee St & Webster Ave,Customer,,
23479396,7/1/2019 0:02,7/1/2019 0:28,2957,"1,583.00",43,Michigan Ave & Washington St,195,Columbus Dr & Randolph St,Customer,,
23479397,7/1/2019 0:02,7/1/2019 0:29,6091,"1,589.00",43,Michigan Ave & Washington St,195,Columbus Dr & Randolph St,Customer,,
23479398,7/1/2019 0:02,7/1/2019 0:29,4116,"1,568.00",511,Albany Ave & Bloomingdale Ave,84,Milwaukee Ave & Grand Ave,Customer,,
23479399,7/1/2019 0:03,7/1/2019 0:28,4948,"1,543.00",43,Michigan Ave & Washington St,195,Columbus Dr & Randolph St,Customer,,
23479400,7/1/2019 0:04,7/1/2019 0:36,307,"1,967.00",24,Fairbanks Ct & Grand Ave,24,Fairbanks Ct & Grand Ave,Customer,,
23479401,7/1/2019 0:04,7/1/2019 0:36,2422,"1,951.00",24,Fairbanks Ct & Grand Ave,24,Fairbanks Ct & Grand Ave,Customer,,
23479402,7/1/2019 0:04,7/1/2019 0:37,3369,"1,961.00",24,Fairbanks Ct & Grand Ave,24,Fairbanks Ct & Grand Ave,Customer,,
23479403,7/1/2019 0:05,7/1/2019 0:37,4050,"1,910.00",24,Fairbanks Ct & Grand Ave,24,Fairbanks Ct & Grand Ave,Customer,,
23479404,7/1/2019 0:06,7/1/2019 0:33,1535,"1,647.00",43,Michigan Ave & Washington St,43,Michigan Ave & Washington St,Customer,,
23479405,7/1/2019 0:06,7/1/2019 0:33,4722,"1,618.00",43,Michigan Ave & Washington St,43,Michigan Ave & Washington St,Customer,,
23479406,7/1/2019 0:06,7/1/2019 0:26,2758,"1,171.00",624,Dearborn St & Van Buren St,237,MLK Jr Dr & 29th St,Subscriber,Male,1995
23479407,7/1/2019 0:06,7/1/2019 0:33,1614,"1,593.00",43,Michigan Ave & Washington St,43,Michigan Ave & Washington St,Customer,,
23479408,7/1/2019 0:08,7/1/2019 0:20,2447,703,239,Western Ave & Leland Ave,455,Maplewood Ave & Peterson Ave,Subscriber,Male,1970
23479409,7/1/2019 0:08,7/1/2019 0:27,6336,"1,150.00",257,Lincoln Ave & Waveland Ave,295,Broadway & Argyle St,Subscriber,Male,1993
23479410,7/1/2019 0:08,7/1/2019 0:19,3249,639,309,Leavitt St & Armitage Ave,113,Bissell St & Armitage Ave,Customer,,
23479411,7/1/2019 0:10,7/1/2019 0:19,3632,556,76,Lake Shore Dr & Monroe St,59,Wabash Ave & Roosevelt Rd,Customer,,
23479412,7/1/2019 0:10,7/1/2019 1:46,3154,"5,757.00",90,Millennium Park,90,Millennium Park,Customer,,
23479414,7/1/2019 0:11,7/1/2019 0:25,2138,859,313,Lakeview Ave & Fullerton Pkwy,58,Marshfield Ave & Cortland St,Customer,,
23479415,7/1/2019 0:11,7/1/2019 1:46,1713,"5,722.00",90,Millennium Park,90,Millennium Park,Customer,,
23479416,7/1/2019 0:14,7/2/2019 7:53,1122,"113,948.00",123,California Ave & Milwaukee Ave,509,Troy St & North Ave,Customer,,
23479417,7/1/2019 0:14,7/1/2019 1:15,356,"3,660.00",123,California Ave & Milwaukee Ave,222,Milwaukee Ave & Rockwell St,Customer,,
23479418,7/1/2019 0:15,7/1/2019 0:36,4525,"1,294.00",240,Sheridan Rd & Irving Park Rd,326,Clark St & Leland Ave,Customer,Male,1987
23479419,7/1/2019 0:18,7/1/2019 0:45,1132,"1,624.00",6,Dusable Harbor,321,Wabash Ave & 9th St,Customer,Female,1998
23479420,7/1/2019 0:18,7/1/2019 0:45,5166,"1,621.00",6,Dusable Harbor,321,Wabash Ave & 9th St,Customer,Female,1997
23479421,7/1/2019 0:19,7/1/2019 0:45,240,"1,573.00",6,Dusable Harbor,321,Wabash Ave & 9th St,Customer,Female,1997
23479422,7/1/2019 0:20,7/1/2019 0:46,785,"1,548.00",497,Kimball Ave & Belmont Ave,156,Clark St & Wellington Ave,Customer,,
23479423,7/1/2019 0:22,7/1/2019 0:39,1830,"1,003.00",203,Western Ave & 21st St,203,Western Ave & 21st St,Subscriber,Male,1970
23479424,7/1/2019 0:23,7/1/2019 0:26,6102,197,53,Wells St & Huron St,46,Wells St & Walton St,Subscriber,Male,1973
23479425,7/1/2019 0:26,7/1/2019 1:57,4074,"5,480.00",42,Wabash Ave & Cermak Rd,62,McCormick Place,Customer,,
23479426,7/1/2019 0:26,7/1/2019 0:31,1592,298,140,Dearborn Pkwy & Delaware Pl,301,Clark St & Schiller St,Subscriber,Male,1987
23479427,7/1/2019 0:26,7/1/2019 0:36,1229,605,110,Dearborn St & Erie St,364,Larrabee St & Oak St,Subscriber,Male,1965
23479428,7/1/2019 0:26,7/1/2019 1:57,2586,"5,483.00",42,Wabash Ave & Cermak Rd,62,McCormick Place,Customer,,
23479429,7/1/2019 0:26,7/1/2019 1:57,4002,"5,476.00",42,Wabash Ave & Cermak Rd,62,McCormick Place,Customer,,
23479430,7/1/2019 0:26,7/1/2019 1:57,1071,"5,481.00",42,Wabash Ave & Cermak Rd,62,McCormick Place,Customer,,
23479431,7/1/2019 0:28,7/1/2019 0:40,6171,689,289,Wells St & Concord Ln,300,Broadway & Barry Ave,Subscriber,Male,1992
23479432,7/1/2019 0:29,7/1/2019 1:22,1330,"3,203.00",299,Halsted St & Roscoe St,464,Damen Ave & Foster Ave,Subscriber,Female,1988
23479433,7/1/2019 0:30,7/1/2019 0:43,2106,806,320,Loomis St & Lexington St,36,Franklin St & Jackson Blvd,Subscriber,Male,1990
23479434,7/1/2019 0:31,7/1/2019 0:48,6191,"1,038.00",26,McClurg Ct & Illinois St,59,Wabash Ave & Roosevelt Rd,Subscriber,Female,1984
23479435,7/1/2019 0:32,7/1/2019 0:41,2967,489,181,LaSalle St & Illinois St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1992
23479436,7/1/2019 0:33,7/1/2019 1:16,3618,"2,590.00",76,Lake Shore Dr & Monroe St,247,Shore Dr & 55th St,Customer,,
23479437,7/1/2019 0:33,7/1/2019 0:37,4720,211,304,Broadway & Waveland Ave,304,Broadway & Waveland Ave,Subscriber,Male,1997
23479438,7/1/2019 0:33,7/1/2019 1:16,5390,"2,579.00",76,Lake Shore Dr & Monroe St,247,Shore Dr & 55th St,Customer,,
23479439,7/1/2019 0:33,7/1/2019 0:41,3606,457,331,Halsted St & Clybourn Ave,58,Marshfield Ave & Cortland St,Subscriber,Male,1987
23479440,7/1/2019 0:35,7/1/2019 0:41,4830,363,74,Kingsbury St & Erie St,164,Franklin St & Lake St,Subscriber,Male,1992
23479441,7/1/2019 0:35,7/1/2019 0:39,1921,209,114,Sheffield Ave & Waveland Ave,303,Broadway & Cornelia Ave,Subscriber,Male,1989
23479442,7/1/2019 0:36,7/1/2019 0:46,386,602,289,Wells St & Concord Ln,106,State St & Pearson St,Customer,,
23479443,7/1/2019 0:37,7/1/2019 0:48,571,681,306,Sheridan Rd & Buena Ave,303,Broadway & Cornelia Ave,Customer,,
23479444,7/1/2019 0:37,7/1/2019 0:48,1883,638,306,Sheridan Rd & Buena Ave,303,Broadway & Cornelia Ave,Customer,,
23479445,7/1/2019 0:39,7/1/2019 1:00,4537,"1,293.00",621,Aberdeen St & Randolph St,374,Western Ave & Walton St,Subscriber,Male,1988
23479446,7/1/2019 0:42,7/1/2019 0:48,3858,395,117,Wilton Ave & Belmont Ave,229,Southport Ave & Roscoe St,Subscriber,Female,1999
23479447,7/1/2019 0:42,7/1/2019 0:59,4865,"1,006.00",299,Halsted St & Roscoe St,144,Larrabee St & Webster Ave,Customer,,
23479448,7/1/2019 0:42,7/1/2019 0:49,2451,405,621,Aberdeen St & Randolph St,54,Ogden Ave & Chicago Ave,Customer,,
23479449,7/1/2019 0:43,7/1/2019 0:59,1312,974,299,Halsted St & Roscoe St,144,Larrabee St & Webster Ave,Customer,,
23479450,7/1/2019 0:47,7/1/2019 1:05,3245,"1,075.00",237,MLK Jr Dr & 29th St,623,Michigan Ave & 8th St,Customer,,
23479451,7/1/2019 0:47,7/1/2019 1:05,361,"1,069.00",237,MLK Jr Dr & 29th St,623,Michigan Ave & 8th St,Customer,,
23479452,7/1/2019 0:47,7/1/2019 2:26,5878,"5,942.00",129,Blue Island Ave & 18th St,129,Blue Island Ave & 18th St,Customer,,
23479453,7/1/2019 0:48,7/1/2019 1:01,4139,781,84,Milwaukee Ave & Grand Ave,376,Artesian Ave & Hubbard St,Subscriber,Female,1995
23479454,7/1/2019 0:48,7/1/2019 1:47,1587,"3,519.00",194,Wabash Ave & Wacker Pl,194,Wabash Ave & Wacker Pl,Customer,,
23479455,7/1/2019 0:48,7/1/2019 1:48,481,"3,551.00",194,Wabash Ave & Wacker Pl,194,Wabash Ave & Wacker Pl,Customer,,
23479456,7/1/2019 0:49,7/1/2019 0:56,4278,463,129,Blue Island Ave & 18th St,129,Blue Island Ave & 18th St,Customer,,
23479457,7/1/2019 0:49,7/1/2019 1:47,5804,"3,489.00",194,Wabash Ave & Wacker Pl,194,Wabash Ave & Wacker Pl,Customer,,
23479458,7/1/2019 0:49,7/1/2019 0:59,1455,588,40,LaSalle St & Adams St,337,Clark St & Chicago Ave,Subscriber,Male,1991
23479459,7/1/2019 0:50,7/1/2019 0:59,2058,519,204,Prairie Ave & Garfield Blvd,423,University Ave & 57th St,Customer,Female,1999
23479460,7/1/2019 0:51,7/1/2019 1:27,748,"2,171.00",90,Millennium Park,43,Michigan Ave & Washington St,Customer,,
23479462,7/1/2019 0:51,7/1/2019 1:28,2300,"2,215.00",90,Millennium Park,43,Michigan Ave & Washington St,Customer,,
23479463,7/1/2019 0:51,7/1/2019 1:25,2154,"2,051.00",44,State St & Randolph St,117,Wilton Ave & Belmont Ave,Customer,,
23479464,7/1/2019 0:51,7/1/2019 1:27,4294,"2,150.00",90,Millennium Park,43,Michigan Ave & Washington St,Customer,,
23479465,7/1/2019 0:52,7/1/2019 1:27,4347,"2,126.00",90,Millennium Park,43,Michigan Ave & Washington St,Customer,,
23479466,7/1/2019 0:52,7/1/2019 1:11,4749,"1,182.00",249,Montrose Harbor,454,Broadway & Granville Ave,Subscriber,Male,1987
23479467,7/1/2019 0:52,7/1/2019 1:09,6084,"1,040.00",140,Dearborn Pkwy & Delaware Pl,300,Broadway & Barry Ave,Subscriber,Female,1990
23479468,7/1/2019 0:53,7/1/2019 1:03,4127,601,61,Wood St & Milwaukee Ave,310,Damen Ave & Charleston St,Customer,,
23479469,7/1/2019 0:53,7/1/2019 1:03,6328,585,61,Wood St & Milwaukee Ave,310,Damen Ave & Charleston St,Customer,,
23479470,7/1/2019 0:54,7/1/2019 1:14,5032,"1,225.00",226,Racine Ave & Belmont Ave,260,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1998
23479471,7/1/2019 0:54,7/1/2019 1:10,4883,962,220,Clark St & Drummond Pl,268,Lake Shore Dr & North Blvd,Subscriber,Female,1986
23479472,7/1/2019 0:54,7/1/2019 1:27,3986,"2,004.00",90,Millennium Park,43,Michigan Ave & Washington St,Customer,,
23479473,7/1/2019 0:54,7/1/2019 1:10,648,935,220,Clark St & Drummond Pl,268,Lake Shore Dr & North Blvd,Subscriber,Male,1987
23479474,7/1/2019 0:54,7/1/2019 1:28,1234,"2,008.00",90,Millennium Park,43,Michigan Ave & Washington St,Customer,,
23479475,7/1/2019 0:54,7/1/2019 1:27,5158,"1,965.00",90,Millennium Park,43,Michigan Ave & Washington St,Customer,,
23479476,7/1/2019 0:55,7/1/2019 1:01,674,317,658,Leavitt St & Division St (*),128,Damen Ave & Chicago Ave,Subscriber,Male,1985
23479477,7/1/2019 1:01,7/1/2019 1:11,2766,627,165,Clark St & Grace St,231,Sheridan Rd & Montrose Ave,Subscriber,Male,1984
23479478,7/1/2019 1:01,7/1/2019 2:27,4278,"5,150.00",129,Blue Island Ave & 18th St,129,Blue Island Ave & 18th St,Customer,Male,2000
23479479,7/1/2019 1:01,7/1/2019 15:46,6171,"53,088.00",300,Broadway & Barry Ave,249,Montrose Harbor,Customer,,
23479480,7/1/2019 1:02,7/1/2019 1:48,5472,"2,775.00",300,Broadway & Barry Ave,334,Lake Shore Dr & Belmont Ave,Customer,,
23479481,7/1/2019 1:04,7/1/2019 2:27,2389,"4,954.00",129,Blue Island Ave & 18th St,129,Blue Island Ave & 18th St,Customer,,
23479482,7/1/2019 1:05,7/1/2019 1:11,1044,380,69,Damen Ave & Pierce Ave,128,Damen Ave & Chicago Ave,Subscriber,Male,1991
23479483,7/1/2019 1:05,7/1/2019 2:46,191,"6,042.00",59,Wabash Ave & Roosevelt Rd,59,Wabash Ave & Roosevelt Rd,Customer,Female,1992
23479484,7/1/2019 1:05,7/1/2019 1:12,3428,398,287,Franklin St & Monroe St,80,Aberdeen St & Monroe St,Subscriber,Male,1994
23479485,7/1/2019 1:06,7/1/2019 1:16,2423,596,332,Burling St (Halsted) & Diversey Pkwy (Temp),334,Lake Shore Dr & Belmont Ave,Subscriber,Female,1989
23479486,7/1/2019 1:07,7/1/2019 1:20,3662,827,268,Lake Shore Dr & North Blvd,364,Larrabee St & Oak St,Subscriber,Female,1995
23479487,7/1/2019 1:07,7/1/2019 1:21,3211,825,268,Lake Shore Dr & North Blvd,364,Larrabee St & Oak St,Customer,Female,1995
23479488,7/1/2019 1:07,7/1/2019 2:25,1239,"4,708.00",129,Blue Island Ave & 18th St,129,Blue Island Ave & 18th St,Customer,,
23479489,7/1/2019 1:07,7/1/2019 1:21,6246,793,268,Lake Shore Dr & North Blvd,364,Larrabee St & Oak St,Subscriber,Male,1996
23479490,7/1/2019 1:08,7/1/2019 1:20,6214,768,268,Lake Shore Dr & North Blvd,364,Larrabee St & Oak St,Subscriber,Male,1996
23479491,7/1/2019 1:10,7/1/2019 1:28,4883,"1,058.00",268,Lake Shore Dr & North Blvd,69,Damen Ave & Pierce Ave,Subscriber,Female,1986
23479492,7/1/2019 1:10,7/1/2019 2:27,6410,"4,615.00",129,Blue Island Ave & 18th St,129,Blue Island Ave & 18th St,Customer,,
23479493,7/1/2019 1:10,7/1/2019 2:46,2967,"5,726.00",59,Wabash Ave & Roosevelt Rd,59,Wabash Ave & Roosevelt Rd,Customer,,
23479494,7/1/2019 1:10,7/1/2019 1:28,648,"1,028.00",268,Lake Shore Dr & North Blvd,69,Damen Ave & Pierce Ave,Subscriber,Male,1987
23479495,7/1/2019 1:11,7/1/2019 1:15,347,248,299,Halsted St & Roscoe St,299,Halsted St & Roscoe St,Subscriber,Female,1995
23479496,7/1/2019 1:14,7/1/2019 1:30,1915,983,307,Southport Ave & Clybourn Ave,296,Broadway & Belmont Ave,Subscriber,Male,1990
23479497,7/1/2019 1:16,7/1/2019 1:27,14,661,330,Lincoln Ave & Addison St,303,Broadway & Cornelia Ave,Customer,Female,1997
23479499,7/1/2019 1:19,7/1/2019 1:39,5968,"1,166.00",310,Damen Ave & Charleston St,238,Wolcott (Ravenswood) Ave & Montrose Ave,Subscriber,Male,1977
23479500,7/1/2019 1:23,7/1/2019 2:12,6059,"2,925.00",110,Dearborn St & Erie St,110,Dearborn St & Erie St,Customer,,
23479501,7/1/2019 1:24,7/1/2019 2:12,2438,"2,919.00",110,Dearborn St & Erie St,110,Dearborn St & Erie St,Customer,,
23479502,7/1/2019 1:24,7/1/2019 2:12,1547,"2,899.00",110,Dearborn St & Erie St,110,Dearborn St & Erie St,Customer,,
23479503,7/1/2019 1:24,7/1/2019 1:46,3610,"1,298.00",627,LaSalle Dr & Huron St,321,Wabash Ave & 9th St,Customer,Male,1991
23479504,7/1/2019 1:24,7/1/2019 2:12,1303,"2,877.00",110,Dearborn St & Erie St,110,Dearborn St & Erie St,Customer,,
23479505,7/1/2019 1:24,7/1/2019 1:46,154,"1,291.00",627,LaSalle Dr & Huron St,321,Wabash Ave & 9th St,Customer,Male,1991
23479506,7/1/2019 1:27,7/1/2019 2:13,210,"2,765.00",147,Indiana Ave & 26th St,90,Millennium Park,Subscriber,,
23479507,7/1/2019 1:27,7/1/2019 1:32,3131,293,123,California Ave & Milwaukee Ave,276,California Ave & North Ave,Subscriber,Male,1987
23479508,7/1/2019 1:27,7/1/2019 2:13,360,"2,739.00",147,Indiana Ave & 26th St,90,Millennium Park,Subscriber,,
23479509,7/1/2019 1:27,7/1/2019 2:13,2030,"2,729.00",147,Indiana Ave & 26th St,90,Millennium Park,Subscriber,,
23479510,7/1/2019 1:30,7/1/2019 2:07,4979,"2,201.00",199,Wabash Ave & Grand Ave,229,Southport Ave & Roscoe St,Customer,Male,1993
23479511,7/1/2019 1:31,7/1/2019 1:56,4270,"1,454.00",194,Wabash Ave & Wacker Pl,194,Wabash Ave & Wacker Pl,Customer,,
23479512,7/1/2019 1:32,7/1/2019 1:55,4132,"1,419.00",194,Wabash Ave & Wacker Pl,194,Wabash Ave & Wacker Pl,Customer,,
23479513,7/1/2019 1:32,7/1/2019 2:12,3382,"2,406.00",110,Dearborn St & Erie St,110,Dearborn St & Erie St,Customer,,
23479514,7/1/2019 1:32,7/1/2019 1:55,478,"1,388.00",194,Wabash Ave & Wacker Pl,194,Wabash Ave & Wacker Pl,Customer,,
23479515,7/1/2019 1:32,7/1/2019 1:55,595,"1,371.00",194,Wabash Ave & Wacker Pl,194,Wabash Ave & Wacker Pl,Customer,,
23479516,7/1/2019 1:32,7/1/2019 1:48,648,917,69,Damen Ave & Pierce Ave,180,Ritchie Ct & Banks St,Subscriber,Male,1987
23479517,7/1/2019 1:33,7/1/2019 1:56,389,"1,381.00",417,Cornell Ave & Hyde Park Blvd,352,Jeffery Blvd & 67th St,Customer,,
23479518,7/1/2019 1:35,7/1/2019 1:42,1749,425,7,Field Blvd & South Water St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1990
23479519,7/1/2019 1:36,7/1/2019 2:01,4883,"1,508.00",69,Damen Ave & Pierce Ave,260,Kedzie Ave & Milwaukee Ave,Customer,,
23479520,7/1/2019 1:36,7/1/2019 2:01,1597,"1,504.00",69,Damen Ave & Pierce Ave,260,Kedzie Ave & Milwaukee Ave,Customer,,
23479521,7/1/2019 1:36,7/1/2019 1:55,6391,"1,108.00",289,Wells St & Concord Ln,127,Lincoln Ave & Fullerton Ave,Customer,,
23479522,7/1/2019 1:37,7/1/2019 1:55,2132,"1,075.00",289,Wells St & Concord Ln,127,Lincoln Ave & Fullerton Ave,Customer,,
23479523,7/1/2019 1:44,7/1/2019 1:56,1456,715,39,Wabash Ave & Adams St,39,Wabash Ave & Adams St,Customer,,
23479524,7/1/2019 1:45,7/1/2019 1:56,6351,610,59,Wabash Ave & Roosevelt Rd,264,Stetson Ave & South Water St,Subscriber,Male,1992
23479525,7/1/2019 1:47,7/1/2019 1:56,5587,539,39,Wabash Ave & Adams St,39,Wabash Ave & Adams St,Customer,,
23479526,7/1/2019 1:47,7/1/2019 1:56,2421,554,39,Wabash Ave & Adams St,39,Wabash Ave & Adams St,Customer,,
23479527,7/1/2019 1:47,7/1/2019 4:03,1316,"8,132.00",284,Michigan Ave & Jackson Blvd,284,Michigan Ave & Jackson Blvd,Customer,Male,2000
23479528,7/1/2019 1:47,7/1/2019 4:08,2254,"8,451.00",181,LaSalle St & Illinois St,230,Lincoln Ave & Roscoe St,Customer,,
23479529,7/1/2019 1:52,7/1/2019 2:03,347,658,299,Halsted St & Roscoe St,245,Clarendon Ave & Junior Ter,Subscriber,Female,1995
23479530,7/1/2019 1:52,7/1/2019 1:57,1921,294,303,Broadway & Cornelia Ave,254,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1986
23479532,7/1/2019 1:52,7/1/2019 2:03,871,676,299,Halsted St & Roscoe St,245,Clarendon Ave & Junior Ter,Subscriber,Male,1994
23479533,7/1/2019 1:52,7/1/2019 2:03,3718,646,299,Halsted St & Roscoe St,245,Clarendon Ave & Junior Ter,Subscriber,Female,1995
23479534,7/1/2019 1:52,7/1/2019 2:02,236,599,339,Emerald Ave & 31st St,279,Halsted St & 35th St,Customer,,
23479535,7/1/2019 1:53,7/1/2019 2:03,3078,616,299,Halsted St & Roscoe St,245,Clarendon Ave & Junior Ter,Subscriber,Female,1995
23479536,7/1/2019 1:55,7/1/2019 2:05,3535,616,318,Southport Ave & Irving Park Rd,318,Southport Ave & Irving Park Rd,Customer,,
23479538,7/1/2019 2:02,7/1/2019 2:06,4850,194,506,Spaulding Ave & Armitage Ave,641,Central Park Ave & Bloomingdale Ave,Subscriber,Male,1966
23479539,7/1/2019 2:03,7/1/2019 3:04,4581,"3,639.00",503,Drake Ave & Fullerton Ave,589,Milwaukee Ave & Cuyler Ave,Customer,Male,1995
23479540,7/1/2019 2:03,7/1/2019 2:06,3142,182,114,Sheffield Ave & Waveland Ave,256,Broadway & Sheridan Rd,Subscriber,Male,1989
23479541,7/1/2019 2:04,7/1/2019 3:01,4361,"3,391.00",503,Drake Ave & Fullerton Ave,589,Milwaukee Ave & Cuyler Ave,Customer,,
23479542,7/1/2019 2:10,7/1/2019 2:58,4304,"2,920.00",66,Clinton St & Lake St,26,McClurg Ct & Illinois St,Customer,,
23479543,7/1/2019 2:10,7/1/2019 3:03,3753,"3,207.00",66,Clinton St & Lake St,142,McClurg Ct & Erie St,Customer,,
23479544,7/1/2019 2:10,7/1/2019 3:04,41,"3,210.00",66,Clinton St & Lake St,142,McClurg Ct & Erie St,Customer,,
23479545,7/1/2019 2:10,7/1/2019 2:16,4363,339,66,Clinton St & Lake St,66,Clinton St & Lake St,Customer,,
23479546,7/1/2019 2:11,7/1/2019 2:14,1185,193,219,Damen Ave & Cortland St,309,Leavitt St & Armitage Ave,Subscriber,Male,1970
23479547,7/1/2019 2:11,7/1/2019 2:17,6341,362,205,Paulina St & 18th St,124,Damen Ave & Cullerton St,Subscriber,Female,1960
23479548,7/1/2019 2:12,7/1/2019 2:16,2099,229,210,Ashland Ave & Division St,657,Wood St & Augusta Blvd,Subscriber,Male,1990
23479549,7/1/2019 2:16,7/1/2019 2:32,6078,923,444,Albany Ave & 26th St,444,Albany Ave & 26th St,Customer,,
23479550,7/1/2019 2:20,7/1/2019 2:22,6360,107,198,Green St & Madison St,233,Sangamon St & Washington Blvd,Subscriber,Male,1980
23479551,7/1/2019 2:21,7/1/2019 3:04,6154,"2,560.00",66,Clinton St & Lake St,142,McClurg Ct & Erie St,Customer,,
23479552,7/1/2019 2:21,7/1/2019 2:58,3881,"2,224.00",66,Clinton St & Lake St,26,McClurg Ct & Illinois St,Customer,,
23479553,7/1/2019 2:27,7/1/2019 2:46,3668,"1,134.00",199,Wabash Ave & Grand Ave,47,State St & Kinzie St,Customer,Male,1995
23479554,7/1/2019 2:28,7/1/2019 2:46,193,"1,115.00",199,Wabash Ave & Grand Ave,47,State St & Kinzie St,Customer,Female,1995
23479555,7/1/2019 2:32,7/1/2019 2:53,4746,"1,252.00",173,Mies van der Rohe Way & Chicago Ave,635,Fairbanks St & Superior St,Customer,,
23479556,7/1/2019 2:33,7/1/2019 2:53,5120,"1,232.00",173,Mies van der Rohe Way & Chicago Ave,635,Fairbanks St & Superior St,Customer,,
23479557,7/1/2019 2:34,7/1/2019 2:44,1668,563,69,Damen Ave & Pierce Ave,116,Western Ave & Winnebago Ave,Customer,,
23479558,7/1/2019 2:34,7/1/2019 2:53,4879,"1,114.00",173,Mies van der Rohe Way & Chicago Ave,635,Fairbanks St & Superior St,Customer,,
23479559,7/1/2019 2:36,7/1/2019 2:39,5602,219,196,Cityfront Plaza Dr & Pioneer Ct,264,Stetson Ave & South Water St,Subscriber,,1996
23479560,7/1/2019 2:37,7/1/2019 2:53,5812,986,173,Mies van der Rohe Way & Chicago Ave,635,Fairbanks St & Superior St,Customer,,
23479561,7/1/2019 2:37,7/1/2019 2:53,516,964,173,Mies van der Rohe Way & Chicago Ave,635,Fairbanks St & Superior St,Customer,,
23479562,7/1/2019 2:39,7/1/2019 2:46,2315,420,401,Shields Ave & 28th Pl,148,State St & 33rd St,Subscriber,Male,1995
23479563,7/1/2019 2:41,7/1/2019 2:59,6117,"1,035.00",515,Paulina St & Howard St,599,Valli Produce - Evanston Plaza,Customer,,1991
23479564,7/1/2019 2:45,7/1/2019 2:53,812,435,172,Rush St & Cedar St,141,Clark St & Lincoln Ave,Subscriber,Male,1983
23479565,7/1/2019 2:47,7/1/2019 2:54,4597,422,308,Seeley Ave & Roscoe St,491,Talman Ave & Addison St,Subscriber,Female,1987
23479566,7/1/2019 2:48,7/1/2019 3:17,893,"1,697.00",197,Michigan Ave & Madison St,123,California Ave & Milwaukee Ave,Subscriber,Male,1971
23479567,7/1/2019 2:50,7/1/2019 3:30,4733,"2,406.00",451,Sheridan Rd & Loyola Ave,600,Dodge Ave & Church St,Subscriber,,1997
23479568,7/1/2019 2:52,7/1/2019 3:00,5576,481,195,Columbus Dr & Randolph St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1986
23479569,7/1/2019 3:00,7/1/2019 3:24,786,"1,449.00",230,Lincoln Ave & Roscoe St,293,Broadway & Wilson Ave,Subscriber,Male,1983
23479570,7/1/2019 3:03,7/1/2019 3:11,2891,467,13,Wilton Ave & Diversey Pkwy,250,Ashland Ave & Wellington Ave,Subscriber,Male,1994
23479571,7/1/2019 3:09,7/1/2019 3:11,5120,174,635,Fairbanks St & Superior St,161,Rush St & Superior St,Subscriber,Male,1994
23479572,7/1/2019 3:09,7/1/2019 3:31,1474,"1,313.00",479,Drake Ave & Montrose Ave,474,Christiana Ave & Lawrence Ave,Customer,,
23479573,7/1/2019 3:10,7/1/2019 3:35,6286,"1,528.00",479,Drake Ave & Montrose Ave,474,Christiana Ave & Lawrence Ave,Customer,,
23479574,7/1/2019 3:10,7/1/2019 3:34,1827,"1,458.00",547,Ashland Ave & Pershing Rd,547,Ashland Ave & Pershing Rd,Customer,,
23479575,7/1/2019 3:10,7/1/2019 3:21,4788,680,123,California Ave & Milwaukee Ave,508,Central Park Ave & North Ave,Subscriber,,1989
23479576,7/1/2019 3:12,7/1/2019 3:22,4164,648,31,Franklin St & Chicago Ave (Temp),144,Larrabee St & Webster Ave,Subscriber,,1981
23479577,7/1/2019 3:21,7/1/2019 3:38,4066,"1,000.00",67,Sheffield Ave & Fullerton Ave,174,Canal St & Madison St,Subscriber,Male,1986
23479578,7/1/2019 3:31,7/1/2019 3:55,1986,"1,454.00",283,LaSalle St & Jackson Blvd,62,McCormick Place,Subscriber,,
23479579,7/1/2019 3:31,7/1/2019 3:55,1749,"1,438.00",283,LaSalle St & Jackson Blvd,62,McCormick Place,Subscriber,,
